code,name,address,website,phone,description,share_list,sector,industry
RUIS,Radiant Utama Interinsco Tbk.,"Radiant Group Building - Jalan Kapten Tendean No. 24 Mampang Prapatan, Jakarta",https://www.radiant.co.id,62 21 719 1020,"PT Radiant Utama Interinsco Tbk, together with its subsidiaries, provides technical support services to the oil and gas sector primarily in Indonesia. It operates in four segments: Inspection Services, Operational Support Services, Offshore Activities, and Other Services. The company offers inspection and certification services, including non-destructive testing, oil country tubular goods, blasting and coating, statutory and voluntary inspection, and environmental study services. It also provides technical support services, such as operation, maintenance, and support services for oil and gas production facilities and power plant; maintenance and management services for logistic, warehouse, camp, and transportation services; manpower supply services; and training services. In addition, it provides agency and trading services comprising emergency response system and offshore platforms consultancy services; marine and construction services comprising vessel charter and dredging operation services; and offshore production facility services. Further, the company offers equipment exploration and local shipping services. PT Radiant Utama Interinsco Tbk was incorporated in 1984 and is headquartered in Jakarta, Indonesia.",770000000,Energy,Oil & Gas Equipment & Services
RUNS,Global Sukses Solusi Tbk.,"Jl. Pakuningratan No.15 - Cokrodiningratan Jetis, Yogyakarta",https://www.runsystem.id,62 274 530 6454,"PT Global Sukses Solusi Tbk plans, designs, develops, and implements enterprise resource planning software solutions under the RUN System brand name for various business processes in Southeast Asia. The company offers various solutions for cost control, cash flow management, asset management, enterprise accounting, account payable, and account receivable; sales management, international trade logistic, and distribution management; material management, warehouse management system, and inventory management; production management, production planning, capacity planning, and material requirement planning; purchasing management, contract management, raw material purchasing, and e-procurement; and performance, organization, assessment, training, and recruitment management. It serves the manufacturing, construction, mining and quarrying, finance, agriculture and forestry, industrial park, property, professional and services, and tourism and hospitality sectors. The company was founded in 2013 and is headquartered in Yogyakarta, Indonesia.",983557875,Technology,Software—Application
SAFE,Steady Safe Tbk,"Gedung Satrio Tower - Lt. 15 Jl. Prof. DR. Satrio Kav 1-4 Blok C4 Karet Kuningan, Jakarta Selatan",https://steadysafe.co.id,62 21 278 83411,"PT Steady Safe Tbk provides transportation services in Jakarta. It operates in two segments, Land Transportation and Financial Services. The company offers bus transportation services. It also engages in the provision of financing, limousine rental, and taxi services. The company was formerly known as PT. Tanda Widjaja Sakti and changed its name to PT Steady Safe Tbk in December 1993. PT Steady Safe Tbk was founded in 1971 and is headquartered in Jakarta, Indonesia. PT Steady Safe Tbk is a subsidiary of PT Infiniti Wahana.",615145012,Industrials,Railroads
SAME,Sarana Meditama Metropolitan Tbk.,"Jalan Pulomas Barat VI No. 20 - Kayu Putih Pulo Gadung, Jakarta",https://www.emc.id,62 21 2977 9977,"PT Sarana Meditama Metropolitan Tbk engages in the hospital management of EMC Hospital Pulomas in Pulomas, East Jakarta. The company was founded in 1984 and is based in Jakarta, Indonesia. PT Sarana Meditama Metropolitan Tbk is a subsidiary of PT Elang Mahkota Teknologi Tbk.",17113987263,Healthcare,Medical Care Facilities
SAMF,Saraswanti Anugerah Makmur Tbk.,"Surya Inti Permata Juanda Super Blok A52 - Jl. Raya Juanda Wedi, Gedangan, Sidoarjo",https://www.saraswantifertilizer.com,62 31 8251 6888,"PT Saraswanti Anugerah Makmur, Tbk, together with its subsidiaries, engages in the production and distribution of non-subsidized NPK Fertilizers. The company retails various fertilizers and pest eradication products, such as single, compound and mixed, and natural fertilizers; and insecticides, fungicides, rodenticides, herbicides, nematicides, and acaricides. It is also involved in business brokerage activities that regulate the buying and selling of small and medium sized businesses, including professional practice, patent brokerage, and valuation activities for antiques, jewelry, and others; accounts and information auditing on goods and cargo rates; quantity measurement activities; and weather forecasting activities. In addition, the company engages in management and consulting activities comprising strategic and corporate planning; making financial decisions; activities related to marketing objectives and policies; human resource planning, practices, and policies; and production scheduling and control planning. It offers its fertilizer products under the FERTINDO, PUPINDO, PHONIKA, PLANTA PLUS, CORNALET, HALEI, PUKALET, KOKA, and PALMO brands. The company was founded in 1998 and is headquartered in Sidoarjo, Indonesia. PT Saraswanti Anugerah Makmur, Tbk is a subsidiary of PT Saraswanti Utama.",5125000000,Basic Materials,Agricultural Inputs
SAPX,Satria Antaran Prima Tbk.,"Revenue Tower lt. 27 No. 123 - Jl. Jendral Sudirman No 52–53 RT.5/RW.3 Senayan, Jakarta Selatan",https://www.sap-express.id,62 21 2280 6611,"PT Satria Antaran Prima Tbk operates as an android-based shipping service company in Indonesia. It offers city and domestic courier; warehouse management; international express shipping and cargo; mailroom; e-commerce; land transportation; dedicated courier; ocean and air cargo; cash on delivery; same day and one day delivery; regular delivery; and label, packaging, and wood packing services. The company was founded in 2014 and is headquartered in Jakarta Selatan, Indonesia.",833333300,Industrials,Integrated Freight & Logistics
SATU,Kota Satu Properti Tbk.,"Jl. MT. Haryono - Ruko The Amaya CA 1-3 Ungaran, Semarang",https://www.kotasatuproperti.com,62 24 7690 1735,"PT Kota Satu Properti Tbk engages in property development activities in Indonesia. The company also engages in the management and trading of real estate property; land transportation; agriculture; provision of accommodation in the form of hotels and lodging services; and printing and workshop businesses. It also operates hotels under the allstay name and provides hotel management services. The company was founded in 2012 and is based in Semarang, Indonesia.",1375000000,Real Estate,Real Estate—Development
SBAT,Sejahtera Bintang Abadi Textile Tbk.,"Jalan Raya Cicalengka – Majalaya KM. 5 - Desa Srirahayu Kecamatan Cikancung, Bandung",https://sbatextile.com,62 22 794 7100,"PT Sejahtera Bintang Abadi Textile Tbk manufactures and sells yarns using recycled materials primarily in Indonesia. It offers cotton open-end, poly-cotton bleached open-end, poly-cotton raw white open-end, poly-cotton color open-end, mop, and ring-spun yarn products. The company's products are used as materials for mops, towels, denim fabrics, canvas fabrics, carpets, batik, and knitted gloves. It also exports its products to Asia, Europe, the Americas, and Africa. The company was founded in 2003 and is based in Bandung, Indonesia.",4752933438,Consumer Cyclical,Textile Manufacturing
SBMA,Surya Biru Murni Acetylene Tbk.,"Jl. Jendral Sudirman No. 5-6 Rt 16 - Klandasan Ilir, Balikpapan",https://suryabirumurni.co.id,62 54 273 3600,"PT Surya Biru Murni Acetylene Tbk produces industrial gases in Indonesia. It offers acetylene, oxygen, and nitrogen gases; argon, carbon dioxide, helium, and mixed gases; and compressed air, as well as other gases for laboratory and testing applications. The company was founded in 1980 and is headquartered in Balikpapan, Indonesia. PT Surya Biru Murni Acetylene Tbk is a subsidiary of PT Surya Biru Titilea Investama.",929926282,Basic Materials,Chemicals
SCCO,Supreme Cable Manufacturing & Commerce Tbk.,"Jl. Kebon Sirih No. 71 -, Jakarta Pusat",https://www.sucaco.com,62 21 310 0525,"PT Supreme Cable Manufacturing & Commerce Tbk manufactures and sells electrical cables, and insulation and melamine products in Indonesia and internationally. The company operates through cable, insulation and melamine segments. It offers building wires; low voltage power cables and bare conductors; and medium and high voltage power cables. It also provides fire resistant, armored, fire resistant corrugated, and other instrumentation cables; enameled wires; and OPGW and fiber optic, telecommunication, airport lighting, and fire resistant cables. In addition, the company manufactures pellet cross linked polyethylene and poly-vinyl chloride products; melamine, resin, and melamine sheet products; and plastic and cable reel products. PT Supreme Cable Manufacturing & Commerce Tbk offers its products under the SUPREME brand. The company was formerly known as PT Supreme Cable Manufacturing Corporation Tbk and changed its name to PT Supreme Cable Manufacturing & Commerce Tbk in October 2006. PT Supreme Cable Manufacturing & Commerce Tbk was founded in 1970 and is headquartered in Central Jakarta, Indonesia.",205583400,Industrials,Electrical Equipment & Parts
SCMA,Surya Citra Media Tbk.,"SCTV Tower-Senayan City - Lt. 18 Jl. Asia Afrika Lot. 19, Jakarta",https://www.scm.co.id,62 21 2793 5599,"PT Surya Citra Media Tbk, together with its subsidiaries, provides multimedia services in Indonesia. It owns SCTV and Indosiar television channels. The company also provides entertainment and advertising, artist management, streaming video, and television broadcasting services. In addition, it engages in the film and content trading, content management and production, production house, and multimedia operations; and film production and video recording activities. Further, the company offers film distribution and marketing services; information technology, promotion and marketing, general telecommunication, management and production agency, public relations, and mass media and audio recording services; and rental and management consultation services. Additionally, it operates web portals; and engages in the servicing, trading, and event organizing activities. The company was formerly known as PT Cipta Aneka Selaras and changed its name to PT Surya Citra Media Tbk in January 2002. The company was founded in 1999 and is headquartered in Jakarta, Indonesia. PT Surya Citra Media Tbk is a subsidiary of PT Elang Mahkota Teknologi Tbk.",73970569505,Communication Services,Broadcasting
SCNP,Selaras Citra Nusantara Perkasa Tbk.,"Dusun Pasir Angin RT. 003 RW. 004 - Pasir Angin Raya Narogong Km. 19 Cileungsi, Bogor",https://www.scnp.co.id,62 21 823 3320,"PT Selaras Citra Nusantara Perkasa Tbk produces and sells household appliance products and medical devices in Indonesia. It offers blenders, electric irons, gas stoves, electric fans, and air purifiers, as well as UVC sterilizer cabinets. The company is headquartered in Bogor, Indonesia. PT Selaras Citra Nusantar Perkasa Tbk is a subsidiary of PT Sena Dwimakmur.",2500000000,Technology,Consumer Electronics
